name,price,rating,review_count,uid,bk_station_distance_y,latitude,longitude,free_bikes
Rutt's Express,$$,0.0,0.0,bcycle_lametro_4555,710,34.00587,-118.42916,4
Taco Stand on Centinela and Venice,$$,0.0,0.0,bcycle_lametro_4555,481,34.00587,-118.42916,4
The MV Grab & Go,$$,0.0,0.0,bcycle_lametro_4555,311,34.00587,-118.42916,4
The Mar Vista,$$,0.0,0.0,bcycle_lametro_4555,315,34.00587,-118.42916,4
4100 Bar,$$,0.0,0.0,bcycle_lametro_4438,354,34.09493,-118.28456,6
Boo’s Philly Cheesesteaks - Silverlake,$$,0.0,0.0,bcycle_lametro_4438,254,34.09493,-118.28456,6
Dinosaur Coffee,$$,0.0,0.0,bcycle_lametro_4438,78,34.09493,-118.28456,6
Eagle LA,$$,0.0,0.0,bcycle_lametro_4438,429,34.09493,-118.28456,6
El Cid,$$,0.0,0.0,bcycle_lametro_4438,224,34.09493,-118.28456,6
Intelligentsia,$$,0.0,0.0,bcycle_lametro_4438,500,34.09493,-118.28456,6
Jay's Bar,$$,4.5,320.0,bcycle_lametro_4438,141,34.09493,-118.28456,6
The Kitchen,$$,4.0,1529.0,bcycle_lametro_4438,96,34.09493,-118.28456,6
Tiki Ti,$$,0.0,0.0,bcycle_lametro_4438,303,34.09493,-118.28456,6
Wat Dong Moon Lek Noodle,$$,4.0,1104.0,bcycle_lametro_4438,66,34.09493,-118.28456,6
4100 Bar,$$,0.0,0.0,bcycle_lametro_4472,68,34.0926,-118.28093,9
Bulan Thai Vegetarian Kitchen,$$,4.5,841.0,bcycle_lametro_4472,132,34.0926,-118.28093,9
Dinosaur Coffee,$$,0.0,0.0,bcycle_lametro_4472,405,34.0926,-118.28093,9
Flore Vegan Restaurant,$$,0.0,0.0,bcycle_lametro_4472,199,34.0926,-118.28093,9
Intelligentsia,$$,0.0,0.0,bcycle_lametro_4472,78,34.0926,-118.28093,9
La Colombe Coffee Roaster,$$,0.0,0.0,bcycle_lametro_4472,163,34.0926,-118.28093,9
Naturewell,$$,0.0,0.0,bcycle_lametro_4472,191,34.0926,-118.28093,9
Pazzo Gelato,$$,0.0,0.0,bcycle_lametro_4472,173,34.0926,-118.28093,9
Pine & Crane,$$,4.5,2819.0,bcycle_lametro_4472,410,34.0926,-118.28093,9
The Black Cat,$$,3.5,566.0,bcycle_lametro_4472,117,34.0926,-118.28093,9
538 At the California Club,$$,0.0,0.0,bcycle_lametro_4490,359,34.05355,-118.25584,11
71Above,$$,0.0,0.0,bcycle_lametro_4490,308,34.05355,-118.25584,11
Bottega Louie,$$,4.0,18069.0,bcycle_lametro_4490,709,34.05355,-118.25584,11
Dorothy Chandler Pavilion,$$,0.0,0.0,bcycle_lametro_4490,725,34.05355,-118.25584,11
Drago Centro,$$,0.0,0.0,bcycle_lametro_4490,284,34.05355,-118.25584,11
Otium,$$$,4.0,2288.0,bcycle_lametro_4490,434,34.05355,-118.25584,11
Perch,$$$,4.0,9651.0,bcycle_lametro_4490,655,34.05355,-118.25584,11
Sugarfish,$$,0.0,0.0,bcycle_lametro_4490,700,34.05355,-118.25584,11
Tender Greens,$$,0.0,0.0,bcycle_lametro_4490,596,34.05355,-118.25584,11
The Water Grill,$$,0.0,0.0,bcycle_lametro_4490,495,34.05355,-118.25584,11
538 At the California Club,$$,0.0,0.0,bcycle_lametro_3040,964,34.05357,-118.26636,5
85˚C Bakery Café,$$,0.0,0.0,bcycle_lametro_3040,996,34.05357,-118.26636,5
Brasil Kiss Coffeebar,$$,0.0,0.0,bcycle_lametro_3040,435,34.05357,-118.26636,5
Drago Centro,$$,0.0,0.0,bcycle_lametro_3040,883,34.05357,-118.26636,5
Fogo De Chao,$$,0.0,0.0,bcycle_lametro_3040,802,34.05357,-118.26636,5
Monty Bar,$$,0.0,0.0,bcycle_lametro_3040,206,34.05357,-118.26636,5
Sabor Colombiano Restaurant,$$,0.0,0.0,bcycle_lametro_3040,678,34.05357,-118.26636,5
Spire 73,$$,0.0,0.0,bcycle_lametro_3040,704,34.05357,-118.26636,5
Starbucks,$$,0.0,0.0,bcycle_lametro_3040,329,34.05357,-118.26636,5
Yard House,$$,0.0,0.0,bcycle_lametro_3040,899,34.05357,-118.26636,5
71Above,$$,0.0,0.0,bcycle_lametro_3007,65,34.05048,-118.25459,10
85˚C Bakery Café,$$,0.0,0.0,bcycle_lametro_3007,322,34.05048,-118.25459,10
Bottega Louie,$$,4.0,18069.0,bcycle_lametro_3007,409,34.05048,-118.25459,10
Drago Centro,$$,0.0,0.0,bcycle_lametro_3007,253,34.05048,-118.25459,10
Perch,$$$,4.0,9651.0,bcycle_lametro_3007,338,34.05048,-118.25459,10
Pitchoun,$$,0.0,0.0,bcycle_lametro_3007,223,34.05048,-118.25459,10
Sugarfish,$$,0.0,0.0,bcycle_lametro_3007,413,34.05048,-118.25459,10
Tender Greens,$$,0.0,0.0,bcycle_lametro_3007,242,34.05048,-118.25459,10
The Water Grill,$$,0.0,0.0,bcycle_lametro_3007,155,34.05048,-118.25459,10
Veggie Grill,$$,0.0,0.0,bcycle_lametro_3007,203,34.05048,-118.25459,10
71Above,$$,0.0,0.0,bcycle_lametro_3049,662,34.05697,-118.25359,8
Au L.Ac.,$$,0.0,0.0,bcycle_lametro_3049,290,34.05697,-118.25359,8
Bar Clacson,$$,0.0,0.0,bcycle_lametro_3049,877,34.05697,-118.25359,8
Blue Bottle Coffee,$$,0.0,0.0,bcycle_lametro_3049,852,34.05697,-118.25359,8
Bunkerhill Market Deli & Liquor,$$,0.0,0.0,bcycle_lametro_3049,179,34.05697,-118.25359,8
Dorothy Chandler Pavilion,$$,0.0,0.0,bcycle_lametro_3049,434,34.05697,-118.25359,8
Drago Centro,$$,0.0,0.0,bcycle_lametro_3049,717,34.05697,-118.25359,8
Otium,$$$,4.0,2288.0,bcycle_lametro_3049,367,34.05697,-118.25359,8
Perch,$$$,4.0,9651.0,bcycle_lametro_3049,916,34.05697,-118.25359,8
The Water Grill,$$,0.0,0.0,bcycle_lametro_3049,880,34.05697,-118.25359,8
71Above,$$,0.0,0.0,bcycle_lametro_3068,398,34.0532,-118.25095,7
Bar Clacson,$$,0.0,0.0,bcycle_lametro_3068,394,34.0532,-118.25095,7
Blue Bottle Coffee,$$,0.0,0.0,bcycle_lametro_3068,377,34.0532,-118.25095,7
Dorothy Chandler Pavilion,$$,0.0,0.0,bcycle_lametro_3068,425,34.0532,-118.25095,7
KazuNori,$$,0.0,0.0,bcycle_lametro_3068,689,34.0532,-118.25095,7
Maccheroni Republic,$$,4.5,3680.0,bcycle_lametro_3068,411,34.0532,-118.25095,7
Otium,$$$,4.0,2288.0,bcycle_lametro_3068,125,34.0532,-118.25095,7
Perch,$$$,4.0,9651.0,bcycle_lametro_3068,477,34.0532,-118.25095,7
The Water Grill,$$,0.0,0.0,bcycle_lametro_3068,588,34.0532,-118.25095,7
Vespaio,$$,0.0,0.0,bcycle_lametro_3068,93,34.0532,-118.25095,7
71Above,$$,0.0,0.0,bcycle_lametro_3024,894,34.05772,-118.24897,7
Au L.Ac.,$$,0.0,0.0,bcycle_lametro_3024,196,34.05772,-118.24897,7
Bar Clacson,$$,0.0,0.0,bcycle_lametro_3024,867,34.05772,-118.24897,7
Blue Bottle Coffee,$$,0.0,0.0,bcycle_lametro_3024,765,34.05772,-118.24897,7
Bunkerhill Market Deli & Liquor,$$,0.0,0.0,bcycle_lametro_3024,352,34.05772,-118.24897,7
Dorothy Chandler Pavilion,$$,0.0,0.0,bcycle_lametro_3024,121,34.05772,-118.24897,7
Kendall's Brasserie,$$,0.0,0.0,bcycle_lametro_3024,155,34.05772,-118.24897,7
Maccheroni Republic,$$,4.5,3680.0,bcycle_lametro_3024,856,34.05772,-118.24897,7
Otium,$$$,4.0,2288.0,bcycle_lametro_3024,431,34.05772,-118.24897,7
Redbird,$$$,4.0,1770.0,bcycle_lametro_3024,904,34.05772,-118.24897,7
71Above,$$,0.0,0.0,bcycle_lametro_4480,947,34.05896,-118.25059,6
Au L.Ac.,$$,0.0,0.0,bcycle_lametro_4480,276,34.05896,-118.25059,6
Blue Bottle Coffee,$$,0.0,0.0,bcycle_lametro_4480,930,34.05896,-118.25059,6
Bunkerhill Market Deli & Liquor,$$,0.0,0.0,bcycle_lametro_4480,367,34.05896,-118.25059,6
Dorothy Chandler Pavilion,$$,0.0,0.0,bcycle_lametro_4480,303,34.05896,-118.25059,6
Kendall's Brasserie,$$,0.0,0.0,bcycle_lametro_4480,352,34.05896,-118.25059,6
La Cita Bar,$$,0.0,0.0,bcycle_lametro_4480,920,34.05896,-118.25059,6
Otium,$$$,4.0,2288.0,bcycle_lametro_4480,519,34.05896,-118.25059,6
Sticky Rice,$$,0.0,0.0,bcycle_lametro_4480,933,34.05896,-118.25059,6
Vespaio,$$,0.0,0.0,bcycle_lametro_4480,547,34.05896,-118.25059,6
71Above,$$,0.0,0.0,bcycle_lametro_3032,187,34.04989,-118.25588,8
85˚C Bakery Café,$$,0.0,0.0,bcycle_lametro_3032,190,34.04989,-118.25588,8
Bottega Louie,$$,4.0,18069.0,bcycle_lametro_3032,306,34.04989,-118.25588,8
Drago Centro,$$,0.0,0.0,bcycle_lametro_3032,192,34.04989,-118.25588,8
Little Sister,$$,0.0,0.0,bcycle_lametro_3032,306,34.04989,-118.25588,8
Pitchoun,$$,0.0,0.0,bcycle_lametro_3032,232,34.04989,-118.25588,8
Sugarfish,$$,0.0,0.0,bcycle_lametro_3032,302,34.04989,-118.25588,8
Tender Greens,$$,0.0,0.0,bcycle_lametro_3032,216,34.04989,-118.25588,8
The Water Grill,$$,0.0,0.0,bcycle_lametro_3032,113,34.04989,-118.25588,8
Veggie Grill,$$,0.0,0.0,bcycle_lametro_3032,174,34.04989,-118.25588,8
85˚C Bakery Café,$$,0.0,0.0,bcycle_lametro_4518,479,34.05797,-118.29975,3
Alfred Coffee Koreatown,$$,0.0,0.0,bcycle_lametro_4518,434,34.05797,-118.29975,3
BCD Tofu House,$$,4.0,4826.0,bcycle_lametro_4518,520,34.05797,-118.29975,3
Boo’s Philly Cheesesteaks - Koreatown,$$,0.0,0.0,bcycle_lametro_4518,492,34.05797,-118.29975,3
Break Room 86,$$,0.0,0.0,bcycle_lametro_4518,443,34.05797,-118.29975,3
Cassell's Hamburgers,$$,4.0,1805.0,bcycle_lametro_4518,608,34.05797,-118.29975,3
Honeymee,$$,0.0,0.0,bcycle_lametro_4518,502,34.05797,-118.29975,3
Royal Bar Music,$$,0.0,0.0,bcycle_lametro_4518,126,34.05797,-118.29975,3
Taylor's Steakhouse,$$,0.0,0.0,bcycle_lametro_4518,222,34.05797,-118.29975,3
The Normandie Club,$$,0.0,0.0,bcycle_lametro_4518,613,34.05797,-118.29975,3
85˚C Bakery Café,$$,0.0,0.0,bcycle_lametro_3005,114,34.0485,-118.25854,13
Bottega Louie,$$,4.0,18069.0,bcycle_lametro_3005,229,34.0485,-118.25854,13
Fogo De Chao,$$,0.0,0.0,bcycle_lametro_3005,245,34.0485,-118.25854,13
JINYA Ramen Bar - Downtown LA,$$,0.0,0.0,bcycle_lametro_3005,105,34.0485,-118.25854,13
Little Sister,$$,0.0,0.0,bcycle_lametro_3005,266,34.0485,-118.25854,13
Philz Coffee,$,4.5,1021.0,bcycle_lametro_3005,227,34.0485,-118.25854,13
Seven Grand,$$,0.0,0.0,bcycle_lametro_3005,298,34.0485,-118.25854,13
Spire 73,$$,0.0,0.0,bcycle_lametro_3005,217,34.0485,-118.25854,13
Sugarfish,$$,0.0,0.0,bcycle_lametro_3005,196,34.0485,-118.25854,13
The Water Grill,$$,0.0,0.0,bcycle_lametro_3005,329,34.0485,-118.25854,13
85˚C Bakery Café,$$,0.0,0.0,bcycle_lametro_4311,362,34.05969,-118.29466,4
Boo’s Philly Cheesesteaks - Koreatown,$$,0.0,0.0,bcycle_lametro_4311,355,34.05969,-118.29466,4
Chunju Han-il Kwan,$$,0.0,0.0,bcycle_lametro_4311,457,34.05969,-118.29466,4
Hangari Bajirak Kalguksoo,$$,0.0,0.0,bcycle_lametro_4311,461,34.05969,-118.29466,4
Honeymee,$$,0.0,0.0,bcycle_lametro_4311,416,34.05969,-118.29466,4
Kang Ho Dong Baek Jeong,$$,0.0,0.0,bcycle_lametro_4311,522,34.05969,-118.29466,4
Seongbukdong,$$,0.0,0.0,bcycle_lametro_4311,465,34.05969,-118.29466,4
Sharp Specialty Coffee,$$,0.0,0.0,bcycle_lametro_4311,459,34.05969,-118.29466,4
Soowon Galbi,$$,0.0,0.0,bcycle_lametro_4311,470,34.05969,-118.29466,4
The Prince (황태자),$$,0.0,0.0,bcycle_lametro_4311,54,34.05969,-118.29466,4
85˚C Bakery Café,$$,0.0,0.0,bcycle_lametro_3035,336,34.0484,-118.26095,17
Andante Coffee,$$,0.0,0.0,bcycle_lametro_3035,406,34.0484,-118.26095,17
Bottega Louie,$$,4.0,18069.0,bcycle_lametro_3035,422,34.0484,-118.26095,17
Chick-Fil-A,$$,0.0,0.0,bcycle_lametro_3035,178,34.0484,-118.26095,17
Fogo De Chao,$$,0.0,0.0,bcycle_lametro_3035,64,34.0484,-118.26095,17
Little Sister,$$,0.0,0.0,bcycle_lametro_3035,463,34.0484,-118.26095,17
Philz Coffee,$,4.5,1021.0,bcycle_lametro_3035,250,34.0484,-118.26095,17
Spire 73,$$,0.0,0.0,bcycle_lametro_3035,201,34.0484,-118.26095,17
Sugarfish,$$,0.0,0.0,bcycle_lametro_3035,387,34.0484,-118.26095,17
The Water Grill,$$,0.0,0.0,bcycle_lametro_3035,549,34.0484,-118.26095,17
85˚C Bakery Café,$$,0.0,0.0,bcycle_lametro_4410,177,34.06335,-118.2968,10
Boo’s Philly Cheesesteaks - Koreatown,$$,0.0,0.0,bcycle_lametro_4410,164,34.06335,-118.2968,10
Cassell's Hamburgers,$$,4.0,1805.0,bcycle_lametro_4410,332,34.06335,-118.2968,10
Chunju Han-il Kwan,$$,4.0,842.0,bcycle_lametro_4410,28,34.06335,-118.2968,10
Hangari Bajirak Kalguksoo,$$,0.0,0.0,bcycle_lametro_4410,89,34.06335,-118.2968,10
Honeymee,$$,0.0,0.0,bcycle_lametro_4410,163,34.06335,-118.2968,10
Kang Ho Dong Baek Jeong,$$,0.0,0.0,bcycle_lametro_4410,74,34.06335,-118.2968,10
Quarters Korean BBQ,$$,4.0,3463.0,bcycle_lametro_4410,96,34.06335,-118.2968,10
Seongbukdong,$$,0.0,0.0,bcycle_lametro_4410,238,34.06335,-118.2968,10
Sharp Specialty Coffee,$$,0.0,0.0,bcycle_lametro_4410,55,34.06335,-118.2968,10
85˚C Bakery Café,$$,0.0,0.0,bcycle_lametro_4440,66,34.06166,-118.29824,6
Boo’s Philly Cheesesteaks - Koreatown,$$,0.0,0.0,bcycle_lametro_4440,84,34.06166,-118.29824,6
Break Room 86,$$,0.0,0.0,bcycle_lametro_4440,262,34.06166,-118.29824,6
Cassell's Hamburgers,$$,4.0,1805.0,bcycle_lametro_4440,279,34.06166,-118.29824,6
Chunju Han-il Kwan,$$,0.0,0.0,bcycle_lametro_4440,207,34.06166,-118.29824,6
Hangari Bajirak Kalguksoo,$$,0.0,0.0,bcycle_lametro_4440,158,34.06166,-118.29824,6
Honeymee,$$,0.0,0.0,bcycle_lametro_4440,69,34.06166,-118.29824,6
Kang Ho Dong Baek Jeong,$$,0.0,0.0,bcycle_lametro_4440,254,34.06166,-118.29824,6
Quarters Korean BBQ,$$,4.0,3463.0,bcycle_lametro_4440,261,34.06166,-118.29824,6
The Normandie Club,$$,0.0,0.0,bcycle_lametro_4440,308,34.06166,-118.29824,6
90 West Lounge,$$,0.0,0.0,bcycle_lametro_4579,592,33.98486,-118.43113,6
Irori Japanese Restaurant,$$,0.0,0.0,bcycle_lametro_4579,735,33.98486,-118.43113,6
Mendocino Farms,$$,4.5,2163.0,bcycle_lametro_4579,911,33.98486,-118.43113,6
Nichols Restaurant,$$,0.0,0.0,bcycle_lametro_4579,657,33.98486,-118.43113,6
Peet's Coffee and Tea,$$,0.0,0.0,bcycle_lametro_4579,766,33.98486,-118.43113,6
Pinkberry,$$,0.0,0.0,bcycle_lametro_4579,917,33.98486,-118.43113,6
Ronnie's Diner,$$,4.0,722.0,bcycle_lametro_4579,565,33.98486,-118.43113,6
SUGARFISH | Marina del Rey,$$,0.0,0.0,bcycle_lametro_4579,918,33.98486,-118.43113,6
SusieCakes,$$,0.0,0.0,bcycle_lametro_4579,770,33.98486,-118.43113,6
Sweetgreen,$$,0.0,0.0,bcycle_lametro_4579,909,33.98486,-118.43113,6
ACA Grill,$$,0.0,0.0,bcycle_lametro_3045,493,34.02851,-118.25667,3
Burger King,$$,0.0,0.0,bcycle_lametro_3045,806,34.02851,-118.25667,3
Dama,$$,0.0,0.0,bcycle_lametro_3045,809,34.02851,-118.25667,3
Jack In The Box,$$,0.0,0.0,bcycle_lametro_3045,917,34.02851,-118.25667,3
King Taco Restaurant,$$,0.0,0.0,bcycle_lametro_3045,94,34.02851,-118.25667,3
Panda Express,$$,0.0,0.0,bcycle_lametro_3045,315,34.02851,-118.25667,3
Rossoblu,$$$,4.0,782.0,bcycle_lametro_3045,795,34.02851,-118.25667,3
Santee Falafel,$$,0.0,0.0,bcycle_lametro_3045,677,34.02851,-118.25667,3
Subway,$$,0.0,0.0,bcycle_lametro_3045,550,34.02851,-118.25667,3
Yoshinoya,$$,0.0,0.0,bcycle_lametro_3045,132,34.02851,-118.25667,3
Abbot's Pizza Company,$,3.5,1127.0,bcycle_lametro_4536,364,33.98908,-118.46226,5
Cha CHA Matcha,$$,0.0,0.0,bcycle_lametro_4536,382,33.98908,-118.46226,5
Gjelina,$$$,3.5,5083.0,bcycle_lametro_4536,297,33.98908,-118.46226,5
Intelligentsia Coffee,$$,0.0,0.0,bcycle_lametro_4536,485,33.98908,-118.46226,5
Lemonade,$$,4.0,1633.0,bcycle_lametro_4536,41,33.98908,-118.46226,5
Piccolo Venice,$$,0.0,0.0,bcycle_lametro_4536,137,33.98908,-118.46226,5
Pressed Juicery,$$,0.0,0.0,bcycle_lametro_4536,71,33.98908,-118.46226,5
Salt & Straw,$$,0.0,0.0,bcycle_lametro_4536,393,33.98908,-118.46226,5
The Brig,$$,0.0,0.0,bcycle_lametro_4536,214,33.98908,-118.46226,5
The Tasting Kitchen,$$$,3.5,1689.0,bcycle_lametro_4536,114,33.98908,-118.46226,5
Abbot's Pizza Company,$,3.5,1127.0,bcycle_lametro_4202,241,33.99116,-118.46829,11
Blue Bottle Coffee,$$,0.0,0.0,bcycle_lametro_4202,216,33.99116,-118.46829,11
Cha CHA Matcha,$$,0.0,0.0,bcycle_lametro_4202,223,33.99116,-118.46829,11
Felix,$$,0.0,0.0,bcycle_lametro_4202,345,33.99116,-118.46829,11
Gjelina,$$$,3.5,5083.0,bcycle_lametro_4202,314,33.99116,-118.46829,11
Great White,$$,4.0,1004.0,bcycle_lametro_4202,519,33.99116,-118.46829,11
Greenleaf,$$,0.0,0.0,bcycle_lametro_4202,24,33.99116,-118.46829,11
Intelligentsia Coffee,$$,0.0,0.0,bcycle_lametro_4202,126,33.99116,-118.46829,11
Salt & Straw,$$,0.0,0.0,bcycle_lametro_4202,214,33.99116,-118.46829,11
The Butcher's Daughter,$$,4.0,1847.0,bcycle_lametro_4202,98,33.99116,-118.46829,11
Aeirloom bakery,$$,0.0,0.0,bcycle_lametro_4603,125,34.15214,-118.36195,4
Ca'Del Sole,$$,0.0,0.0,bcycle_lametro_4603,908,34.15214,-118.36195,4
Cascabel,$$,4.0,1033.0,bcycle_lametro_4603,227,34.15214,-118.36195,4
Forman's Tavern,$$,0.0,0.0,bcycle_lametro_4603,886,34.15214,-118.36195,4
Lotus Vegan,$$,4.5,1255.0,bcycle_lametro_4603,809,34.15214,-118.36195,4
SweetSalt Food Shop,$$,0.0,0.0,bcycle_lametro_4603,772,34.15214,-118.36195,4
The Coffee Bean and Tea Leaf,$$,0.0,0.0,bcycle_lametro_4603,436,34.15214,-118.36195,4
The Rustic Spoon,$$,0.0,0.0,bcycle_lametro_4603,402,34.15214,-118.36195,4
Waffles,$$,0.0,0.0,bcycle_lametro_4603,774,34.15214,-118.36195,4
Zankou Chicken,$$,0.0,0.0,bcycle_lametro_4603,328,34.15214,-118.36195,4
Afuri Ramen,$$,0.0,0.0,bcycle_lametro_3036,442,34.03919,-118.23253,9
Bavel,$$$,4.5,2100.0,bcycle_lametro_3036,260,34.03919,-118.23253,9
Blue Bottle Coffee,$$,0.0,0.0,bcycle_lametro_3036,11,34.03919,-118.23253,9
Everson Rocye Bar,$$,0.0,0.0,bcycle_lametro_3036,531,34.03919,-118.23253,9
Girl & The Goat LA,$$,0.0,0.0,bcycle_lametro_3036,127,34.03919,-118.23253,9
Officine Brera,$$,0.0,0.0,bcycle_lametro_3036,206,34.03919,-118.23253,9
Resident,$$,0.0,0.0,bcycle_lametro_3036,446,34.03919,-118.23253,9
Urth Caffé,$$,0.0,0.0,bcycle_lametro_3036,391,34.03919,-118.23253,9
Verve Coffee Roasters,$$,0.0,0.0,bcycle_lametro_3036,249,34.03919,-118.23253,9
Zinc Café & Market,$$,0.0,0.0,bcycle_lametro_3036,27,34.03919,-118.23253,9
Afuri Ramen,$$,0.0,0.0,bcycle_lametro_4387,910,34.03352,-118.24184,8
Cafe Dulce,$$,0.0,0.0,bcycle_lametro_4387,50,34.03352,-118.24184,8
Everson Rocye Bar,$$,0.0,0.0,bcycle_lametro_4387,851,34.03352,-118.24184,8
Go Get Em Tiger,$$,0.0,0.0,bcycle_lametro_4387,234,34.03352,-118.24184,8
Guerrilla Tacos,$$,4.0,1079.0,bcycle_lametro_4387,898,34.03352,-118.24184,8
Pikunico,$$,4.0,288.0,bcycle_lametro_4387,221,34.03352,-118.24184,8
Rapp Bar Dtla,$$,0.0,0.0,bcycle_lametro_4387,120,34.03352,-118.24184,8
Sam's Hof Brau,$$,0.0,0.0,bcycle_lametro_4387,566,34.03352,-118.24184,8
Smorgasburg Los Angeles,$$,0.0,0.0,bcycle_lametro_4387,143,34.03352,-118.24184,8
Tony's Saloon,$$,0.0,0.0,bcycle_lametro_4387,946,34.03352,-118.24184,8
Afuri Ramen,$$,0.0,0.0,bcycle_lametro_3058,113,34.0358,-118.23317,4
Bestia,$$$,4.5,7244.0,bcycle_lametro_3058,431,34.0358,-118.23317,4
Blue Bottle Coffee,$$,0.0,0.0,bcycle_lametro_3058,370,34.0358,-118.23317,4
Bread Lounge,$$,0.0,0.0,bcycle_lametro_3058,336,34.0358,-118.23317,4
Damian,$$,0.0,0.0,bcycle_lametro_3058,467,34.0358,-118.23317,4
Everson Rocye Bar,$$,0.0,0.0,bcycle_lametro_3058,161,34.0358,-118.23317,4
Guerrilla Tacos,$$,4.0,1079.0,bcycle_lametro_3058,174,34.0358,-118.23317,4
Stumptown Coffee Roasters,$$,0.0,0.0,bcycle_lametro_3058,426,34.0358,-118.23317,4
Tony's Saloon,$$,0.0,0.0,bcycle_lametro_3058,179,34.0358,-118.23317,4
Zinc Café & Market,$$,0.0,0.0,bcycle_lametro_3058,405,34.0358,-118.23317,4
Afuri Ramen,$$,0.0,0.0,bcycle_lametro_3037,93,34.0348,-118.23128,10
Bestia,$$$,4.5,7244.0,bcycle_lametro_3037,225,34.0348,-118.23128,10
Bread Lounge,$$,0.0,0.0,bcycle_lametro_3037,132,34.0348,-118.23128,10
Damian,$$,4.0,263.0,bcycle_lametro_3037,260,34.0348,-118.23128,10
Everson Rocye Bar,$$,0.0,0.0,bcycle_lametro_3037,134,34.0348,-118.23128,10
Guerrilla Tacos,$$,4.0,1079.0,bcycle_lametro_3037,88,34.0348,-118.23128,10
Maru Coffee,$$,0.0,0.0,bcycle_lametro_3037,442,34.0348,-118.23128,10
Soho Warehouse,$$,0.0,0.0,bcycle_lametro_3037,390,34.0348,-118.23128,10
Stumptown Coffee Roasters,$$,0.0,0.0,bcycle_lametro_3037,223,34.0348,-118.23128,10
Tony's Saloon,$$,0.0,0.0,bcycle_lametro_3037,36,34.0348,-118.23128,10
Ahgassi Gopchang,$$$,4.5,2091.0,bcycle_lametro_4524,314,34.06163,-118.30119,4
Alfred Coffee Koreatown,$$,0.0,0.0,bcycle_lametro_4524,27,34.06163,-118.30119,4
BCD Tofu House,$$,4.0,4826.0,bcycle_lametro_4524,144,34.06163,-118.30119,4
Boo’s Philly Cheesesteaks - Koreatown,$$,0.0,0.0,bcycle_lametro_4524,351,34.06163,-118.30119,4
Break Room 86,$$,0.0,0.0,bcycle_lametro_4524,21,34.06163,-118.30119,4
Cassell's Hamburgers,$$,4.0,1805.0,bcycle_lametro_4524,211,34.06163,-118.30119,4
Hangari Bajirak Kalguksoo,$$,0.0,0.0,bcycle_lametro_4524,358,34.06163,-118.30119,4
Honeymee,$$,0.0,0.0,bcycle_lametro_4524,304,34.06163,-118.30119,4
The Normandie Club,$$,0.0,0.0,bcycle_lametro_4524,201,34.06163,-118.30119,4
Yup Dduk La,$$,0.0,0.0,bcycle_lametro_4524,248,34.06163,-118.30119,4
Ahgassi Gopchang,$$$,4.5,2091.0,bcycle_lametro_4444,252,34.06162,-118.30557,7
